Column_A,Column_B,Correlation,P_value,FDR
Bifidobacterium_catenulatum,C18-neg_Cluster_0048,0.21255811765706303,0.014408720937329048,0.04943964433304838
Bifidobacterium_catenulatum,C18-neg_Cluster_0083,0.22746472927831984,0.00871614093650547,0.03291524328049526
Bifidobacterium_catenulatum,C18-neg_Cluster_0095,0.20419074417764804,0.018851255447219106,0.0613370586652346
Bifidobacterium_catenulatum,C18-neg_Cluster_0160,0.20891364388202008,0.016216982113470245,0.054399541668135244
Bifidobacterium_catenulatum,C18-neg_Cluster_0223,0.22381932582774725,0.00988444451205032,0.036455842035273536
Bifidobacterium_catenulatum,C18-neg_Cluster_0238,0.21708891541717376,0.012407681957062622,0.04381978577278742
Bifidobacterium_catenulatum,C18-neg_Cluster_0247,0.2239801169236172,0.009830142723711662,0.03629086348514637
Bifidobacterium_catenulatum,C18-neg_Cluster_0281,0.22720732084694006,0.008794441631711733,0.03315433300272067
Bifidobacterium_catenulatum,C18-neg_Cluster_0290,0.2046021980169261,0.018607903553590377,0.06072916321512691
Bifidobacterium_catenulatum,C18-neg_Cluster_0314,0.22034350935152594,0.011124641480665113,0.04013216682016509
Bifidobacterium_catenulatum,C18-neg_Cluster_0353,-0.24730144604399862,0.00425250028271953,0.01854721779567979
Bifidobacterium_catenulatum,C18-neg_Cluster_0423,0.21269750391358752,0.014343199585455395,0.04925302584687296
Bifidobacterium_catenulatum,C18-neg_Cluster_0428,0.21313916098925348,0.014137302130415459,0.0486971902088954
Bifidobacterium_catenulatum,C18-neg_Cluster_0450,0.20499518083332227,0.018378017555188395,0.060136353301888656
Bifidobacterium_catenulatum,C18-neg_Cluster_0452,0.20584548533190675,0.017889004497578846,0.05884815161528478
Bifidobacterium_catenulatum,C18-neg_Cluster_0463,0.22679419837540318,0.008921407602710983,0.033547222468672665
Bifidobacterium_catenulatum,C18-neg_Cluster_0481,0.2371577629318424,0.006181505214683085,0.025085135975928423
Bifidobacterium_catenulatum,C18-neg_Cluster_0482,0.23677564777302965,0.006267400451469562,0.02535231295090034
Bifidobacterium_catenulatum,C18-neg_Cluster_0517,-0.22111018262663412,0.010839920039039668,0.0393456635465977
Bifidobacterium_catenulatum,C18-neg_Cluster_0540,0.2237804190045782,0.009897623607762295,0.03648923903395033
Bifidobacterium_catenulatum,C18-neg_Cluster_0630,0.2379369395750997,0.006009594404469726,0.024520435603974374
Bifidobacterium_catenulatum,C18-neg_Cluster_0644,0.21221936963807553,0.014569044936981622,0.049905888347817805
Bifidobacterium_catenulatum,C18-neg_Cluster_0670,0.22930564665512104,0.008173880250382447,0.03131747652513737
Bifidobacterium_catenulatum,C18-neg_Cluster_0705,0.2629926209541778,0.0023141849912868473,0.011407191533652382
Bifidobacterium_catenulatum,C18-neg_Cluster_0812,-0.20627116252457434,0.017648456796933967,0.05819386797736835
Bifidobacterium_catenulatum,C18-neg_Cluster_0872,0.22940870985640016,0.008144423939308948,0.031255675295534184
Bifidobacterium_catenulatum,C18-neg_Cluster_0895,-0.2024544461542839,0.019908719742468058,0.06402435871626752
Bifidobacterium_catenulatum,C18-neg_Cluster_0912,0.21498612393674443,0.013303938829865372,0.046355966434752746
Bifidobacterium_catenulatum,C18-neg_Cluster_0959,0.2291919628044593,0.008206481303494067,0.03140611876008456
Bifidobacterium_catenulatum,C18-neg_Cluster_0968,0.20299722722006922,0.019572779860528324,0.06318898912890585
Bifidobacterium_catenulatum,C18-neg_Cluster_1115,0.2393552935434799,0.0057075589966614085,0.02353603324644717
Bifidobacterium_catenulatum,C18-neg_Cluster_1222,-0.20164238137818408,0.020420611713295504,0.0653759615831107
Bifidobacterium_catenulatum,C18-neg_Cluster_1342,-0.21739168816042564,0.012283087007381911,0.04347230153652606
Bifidobacterium_catenulatum,C18-neg_Cluster_1377,-0.24644483279833537,0.0043915148638787,0.019039048328955605
Bifidobacterium_catenulatum,C18-neg_Cluster_1378,-0.20279334470212448,0.01969838916909115,0.06348640627784792
Bifidobacterium_catenulatum,C18-neg_Cluster_1423,0.2163383005774648,0.012721352292727046,0.04470747719557086
Bifidobacterium_catenulatum,C18-neg_Cluster_1471,0.20506122227288087,0.01833962695743803,0.06004774367315098
Bifidobacterium_catenulatum,C18-neg_Cluster_1496,-0.22433385285391233,0.009711604199518312,0.03592733178250808
Bifidobacterium_catenulatum,C18-neg_Cluster_1499,-0.2454844090921308,0.004552205803455799,0.019599959585876844
Bifidobacterium_catenulatum,C18-neg_Cluster_1503,-0.21583717505544925,0.012934606566894756,0.04530098914258535
Bifidobacterium_catenulatum,C18-neg_Cluster_1537,-0.21332852675570763,0.014049813743513195,0.04845871309872846
Bifidobacterium_catenulatum,C18-neg_Cluster_1538,-0.21526492227500688,0.01318194605994782,0.046027568562911715
Bifidobacterium_catenulatum,C18-neg_Cluster_1637,-0.21555645387577682,0.013055428344093695,0.04564927564785208
Bifidobacterium_catenulatum,C18-neg_Cluster_1804,0.20580174322387473,0.017913883018499988,0.058893498989727976
Bifidobacterium_catenulatum,C18-neg_Cluster_1875,-0.2025909786376567,0.019823751654609464,0.06380522176790998
