Column_A,Column_B,Correlation,P_value,FDR
C18-neg_Cluster_0001,Diagnosis,0.6367111192747783,2.291180677602437e-16,1.4480261882447402e-13
C18-neg_Cluster_0002,Diagnosis,-0.2160271300200015,0.012853406036715717,0.029328923683347146
C18-neg_Cluster_0003,Diagnosis,0.11746879859156846,0.17978201505688712,0.2601917650593693
C18-neg_Cluster_0004,Diagnosis,-0.02351270149034746,0.7890010639932692,0.8394758795349261
C18-neg_Cluster_0005,Diagnosis,0.049078149107584644,0.5762716732693697,0.6576903329787516
C18-neg_Cluster_0006,Diagnosis,-0.2678846644925705,0.001899895933707221,0.00601226009350554
C18-neg_Cluster_0007,Diagnosis,0.00877098001893634,0.9204917153645047,0.9413442784957394
C18-neg_Cluster_0008,Diagnosis,-0.335706964621399,8.315463622518302e-05,0.0004379477507859639
C18-neg_Cluster_0009,Diagnosis,0.009056674910241676,0.9179108206538775,0.939505538276591
C18-neg_Cluster_0010,Diagnosis,0.05068753322669961,0.5638126469384173,0.6474539029485884
C18-neg_Cluster_0011,Diagnosis,-0.4407320504879262,1.2315082591894855e-07,1.938568532253542e-06
C18-neg_Cluster_0012,Diagnosis,0.6172199625622851,3.237383381432064e-15,8.680111563306335e-13
C18-neg_Cluster_0013,Diagnosis,0.21843799151982346,0.011860914285212647,0.02744914361424079
C18-neg_Cluster_0014,Diagnosis,0.03179021610174836,0.7174571211876981,0.781585797237953
C18-neg_Cluster_0015,Diagnosis,0.11263837500101392,0.19847648558420572,0.2818812109870068
C18-neg_Cluster_0016,Diagnosis,-0.27958453794894533,0.0011678131652212676,0.003958931373899531
C18-neg_Cluster_0017,Diagnosis,-0.30538263356148626,0.0003699284720751217,0.001522384707404966
C18-neg_Cluster_0018,Diagnosis,0.5564266780331998,4.2932531254823815e-12,2.792634064307412e-10
C18-neg_Cluster_0019,Diagnosis,0.18705667225969402,0.03173988762511507,0.06210405256678863
C18-neg_Cluster_0020,Diagnosis,-0.3454778908190582,4.967873524931307e-05,0.0002886129018292331
C18-neg_Cluster_0021,Diagnosis,0.09830258916754966,0.2621231012703522,0.3537622330750574
C18-neg_Cluster_0022,Diagnosis,-0.18630907275228206,0.032441026812123144,0.06329398130841578
C18-neg_Cluster_0023,Diagnosis,-0.46954092876169823,1.3511087794162425e-08,3.066951545620825e-07
C18-neg_Cluster_0024,Diagnosis,-0.3274562744719921,0.0001267838708007223,0.0006239063897913186
C18-neg_Cluster_0025,Diagnosis,-0.015135742811536089,0.8632391503227992,0.8989429878176989
C18-neg_Cluster_0026,Diagnosis,-0.15935864738184113,0.06797697251485844,0.11770259350517956
C18-neg_Cluster_0027,Diagnosis,-0.18022962865054432,0.03864453925543688,0.07347606887155358
C18-neg_Cluster_0028,Diagnosis,0.5059501556806493,6.077445620618484e-10,1.9990051617558492e-08
C18-neg_Cluster_0029,Diagnosis,0.037627211858533426,0.6684008595947493,0.7386973277160057
C18-neg_Cluster_0030,Diagnosis,-0.410355485956628,1.0250100546522145e-06,1.126619747026434e-05
C18-neg_Cluster_0031,Diagnosis,-0.05974129431831659,0.4962163568023795,0.5854029766649939
C18-neg_Cluster_0032,Diagnosis,-0.12064419631429861,0.16821827303234846,0.24689050776641616
C18-neg_Cluster_0033,Diagnosis,0.1391924805228859,0.11144127462169386,0.17688175912022003
C18-neg_Cluster_0034,Diagnosis,-0.21267278203940176,0.01435480162137241,0.03213848298226293
C18-neg_Cluster_0035,Diagnosis,-0.4175665473251874,6.314581561954913e-07,7.4694408636600366e-06
C18-neg_Cluster_0036,Diagnosis,-0.19390397575731505,0.025894757856375482,0.052497547602434
C18-neg_Cluster_0037,Diagnosis,0.6172199625622851,3.237383381432064e-15,8.680111563306335e-13
C18-neg_Cluster_0038,Diagnosis,-0.09755733247267187,0.2657751454661384,0.3576001348972616
C18-neg_Cluster_0039,Diagnosis,-0.007451603158577524,0.9324209521877697,0.9506633600848542
C18-neg_Cluster_0040,Diagnosis,-0.2419274858368561,0.0051941615488685896,0.013859451563446706
C18-neg_Cluster_0041,Diagnosis,-0.3085486915206346,0.0003188641848187517,0.0013402899321977744
C18-neg_Cluster_0042,Diagnosis,-0.06086385305296487,0.4881435112205035,0.5786567239119795
C18-neg_Cluster_0043,Diagnosis,-0.023554277161039056,0.7886367145789404,0.839189134166502
C18-neg_Cluster_0044,Diagnosis,0.01737279855506044,0.8432682448234247,0.8830911859625591
C18-neg_Cluster_0045,Diagnosis,-0.4497489401826199,6.302538430554037e-08,1.093428628108669e-06
C18-neg_Cluster_0046,Diagnosis,-0.25424223015296954,0.0032637829959223526,0.00943155852207778
C18-neg_Cluster_0047,Diagnosis,-0.13637644767993734,0.11894013353102181,0.18665879770884727
C18-neg_Cluster_0048,Diagnosis,-0.12149011781385556,0.16523291279885752,0.24375209306924875
C18-neg_Cluster_0049,Diagnosis,-0.5126846637359376,3.2869692677485664e-10,1.1727058097193272e-08
C18-neg_Cluster_0050,Diagnosis,-0.45854781087691243,3.2166714175022875e-08,6.21421587381228e-07
C18-neg_Cluster_0051,Diagnosis,0.1975196938154154,0.02319799462462028,0.04793126535056548
C18-neg_Cluster_0052,Diagnosis,0.07578100826412698,0.3877971080566308,0.48198185308120095
C18-neg_Cluster_0053,Diagnosis,0.6275261258520447,8.168081489320577e-16,3.613559250875423e-13
C18-neg_Cluster_0054,Diagnosis,-0.361260699197418,2.083701967411585e-05,0.00014029303781150335
C18-neg_Cluster_0055,Diagnosis,-0.2547642701513667,0.003198543822137916,0.009275881920116776
C18-neg_Cluster_0056,Diagnosis,-0.18548450024459187,0.033229520573275884,0.06457605930866352
C18-neg_Cluster_0057,Diagnosis,-0.27129772842235067,0.0016520436864129002,0.0053038035331572355
C18-neg_Cluster_0058,Diagnosis,-0.33102662693124674,0.00010578733713507953,0.0005348607765549621
C18-neg_Cluster_0059,Diagnosis,-0.3157938492843597,0.00022554867160327498,0.0010035457784580465
