Column_A,Column_B,Correlation,P_value,FDR
C18-neg_Cluster_1104,Diagnosis,-0.4513580598254916,5.5809571819834e-08,5.768922891646874e-07
HILIC-neg_Cluster_1475,Diagnosis,-0.29581622615433195,0.0005737050885273686,0.001411411034219731
C18-neg_Cluster_0849,Diagnosis,0.27918225803822744,0.0011879377620798303,0.0026344453849513456
C18-neg_Cluster_0662,Diagnosis,-0.32337240152080715,0.00015553344377120751,0.00046697601596041286
C8-pos_Cluster_0346,Diagnosis,-0.39754099265756115,2.358729871124172e-06,1.3813433355982785e-05
C8-pos_Cluster_0984,Diagnosis,-0.3371121135166324,7.729841391834433e-05,0.00025828475403360753
HILIC-pos_Cluster_0961,Diagnosis,-0.44170334196826183,1.1468384102211528e-07,1.0658094533868358e-06
HILIC-neg_Cluster_1256,Diagnosis,-0.27392087821673694,0.0014819539609516662,0.0031855923449423625
C8-pos_Cluster_1759,Diagnosis,-0.2963591551476743,0.0005598178324874442,0.0013791962060692642
C18-neg_Cluster_0122,Diagnosis,0.5539823566773397,5.563831834838269e-12,2.00459216542144e-10
HILIC-pos_Cluster_0211,Diagnosis,0.20893956692200094,0.01620345415706711,0.02578034370206005
C8-pos_Cluster_0579,Diagnosis,-0.43163214955507945,2.3747998683541058e-07,1.9907005029554195e-06
C8-pos_Cluster_0361,Diagnosis,0.24943176597363662,0.003923733145653646,0.007480368558355033
HILIC-pos_Cluster_1428,Diagnosis,-0.3196442391423801,0.00018696604070479996,0.0005471425275952121
HILIC-pos_Cluster_1583,Diagnosis,-0.42963550508118864,2.7358610102923073e-07,2.247134556689713e-06
C18-neg_Cluster_1993,Diagnosis,0.3030650467615492,0.00041198781161395155,0.0010635531668455698
HILIC-neg_Cluster_0534,Diagnosis,-0.49202427384799613,2.0778417530175847e-09,3.46678832080652e-08
HILIC-pos_Cluster_1494,Diagnosis,-0.3027294543739612,0.00041843154675880303,0.0010779490417019528
HILIC-pos_Cluster_1078,Diagnosis,-0.41169820737651397,9.373996229956317e-07,6.230950435206257e-06
C18-neg_Cluster_1003,Diagnosis,-0.38055882515196154,6.755191219899404e-06,3.345708976849567e-05
C8-pos_Cluster_0274,Diagnosis,-0.22193278517276632,0.010541566543135929,0.017623627724435723
HILIC-neg_Cluster_1792,Diagnosis,-0.24004192128033644,0.005566263863638403,0.0101561335522973
C18-neg_Cluster_0727,Diagnosis,0.28626298885911144,0.0008761338065413148,0.0020139330957574743
HILIC-pos_Cluster_0727,Diagnosis,-0.5112977665224597,3.7345868587890515e-10,7.517557029108973e-09
C8-pos_Cluster_1981,Diagnosis,-0.3561319827700482,2.7774905807462544e-05,0.00010968771380040013
C18-neg_Cluster_1869,Diagnosis,0.3683771970654324,1.3869694888771657e-05,6.157153838122561e-05
HILIC-neg_Cluster_1075,Diagnosis,-0.2882100583844743,0.00080465134176074,0.0018809552796946673
HILIC-pos_Cluster_0311,Diagnosis,-0.31731924098277614,0.00020945590426062918,0.0006002390524402584
C18-neg_Cluster_1531,Diagnosis,0.23649279799304995,0.00633166423493346,0.011364994431801142
C8-pos_Cluster_0391,Diagnosis,-0.3881313629566711,4.256063951416292e-06,2.2535835960001922e-05
HILIC-pos_Cluster_1793,Diagnosis,-0.28794876508356176,0.0008139229457882427,0.0018988929925416113
HILIC-neg_Cluster_0912,Diagnosis,-0.22990326887069223,0.008004377513252772,0.013866817071739646
HILIC-neg_Cluster_0823,Diagnosis,-0.629329506763539,6.385193390258448e-16,1.984198846022813e-13
C18-neg_Cluster_1002,Diagnosis,-0.33590635757454307,8.229912119177118e-05,0.00027138402789707517
HILIC-pos_Cluster_2239,Diagnosis,-0.2515496568980815,0.003619685323794171,0.006981022276921884
C8-pos_Cluster_0218,Diagnosis,-0.2805510290103263,0.0011207295185209397,0.002503264674791605
HILIC-pos_Cluster_1863,Diagnosis,0.4109393354662595,9.859982706190837e-07,6.501834750023984e-06
C18-neg_Cluster_1525,Diagnosis,-0.4025402499810976,1.71104323918825e-06,1.0502848129930838e-05
HILIC-pos_Cluster_0502,Diagnosis,-0.4481515124349563,7.106732217384315e-08,7.024785802154038e-07
HILIC-pos_Cluster_1024,Diagnosis,0.30373228860314316,0.00039944733876925835,0.0010354672521575938
C8-pos_Cluster_1181,Diagnosis,0.23320815572333184,0.007122009004617182,0.012548061222876198
C18-neg_Cluster_1432,Diagnosis,-0.2779868300229888,0.0012496239014504308,0.0027488608251403177
C18-neg_Cluster_1116,Diagnosis,-0.4041289604392286,1.5434028372788633e-06,9.580273292073044e-06
C18-neg_Cluster_2033,Diagnosis,-0.2713675359717352,0.001647296415211348,0.0034926898833393697
C8-pos_Cluster_1816,Diagnosis,-0.3461401845935208,4.794422615166387e-05,0.00017236347970070337
C8-pos_Cluster_1499,Diagnosis,-0.3059426120407373,0.0003603795456109693,0.0009505607961685621
C18-neg_Cluster_0905,Diagnosis,0.5303163633968119,6.161534498224652e-11,1.5630178329169882e-09
C8-pos_Cluster_2396,Diagnosis,0.4493760947407766,6.48205093610553e-08,6.554959490410614e-07
HILIC-pos_Cluster_0660,Diagnosis,-0.2487752032343424,0.004022539567549317,0.007659925978496822
HILIC-pos_Cluster_0963,Diagnosis,-0.24366940452562982,0.004870316983528708,0.009032158165648913
HILIC-pos_Cluster_0197,Diagnosis,-0.48321381755359316,4.397826826700338e-09,6.686848618456905e-08
HILIC-pos_Cluster_1811,Diagnosis,-0.4577945383969781,3.4098691499744116e-08,3.8270585583911453e-07
C8-pos_Cluster_1115,Diagnosis,-0.305912137430038,0.00036089328990646905,0.0009514111545148272
C8-pos_Cluster_0577,Diagnosis,-0.36285695279328856,1.9034846023837305e-05,7.963433455759833e-05
C8-pos_Cluster_0670,Diagnosis,-0.21722103439805096,0.01235317785711357,0.020270627163554017
HILIC-neg_Cluster_0467,Diagnosis,-0.5456936241915099,1.3195812846247986e-11,4.260362433217207e-10
HILIC-pos_Cluster_0183,Diagnosis,-0.25623359776311655,0.0030211804436247455,0.005963203321040983
C8-pos_Cluster_1035,Diagnosis,0.4847349400733389,3.8696805616977285e-09,6.088623972392755e-08
C18-neg_Cluster_0267,Diagnosis,-0.3792404693901999,7.312391479260295e-06,3.578309758245992e-05
C18-neg_Cluster_1065,Diagnosis,0.4709020987152047,1.2109196555850794e-08,1.627214196640274e-07
HILIC-pos_Cluster_1146,Diagnosis,-0.2311060435699146,0.007672639820034164,0.013392792411222874
HILIC-pos_Cluster_1580,Diagnosis,0.3548169787206792,2.9875277967321935e-05,0.00011668609645976794
HILIC-pos_Cluster_1812,Diagnosis,0.6091629320172677,9.177284846184382e-15,1.01398800567175e-12
C18-neg_Cluster_0833,Diagnosis,-0.39383254632442294,2.982921325562292e-06,1.685405033540233e-05
C8-pos_Cluster_2430,Diagnosis,0.3281500599769119,0.0001224222303800241,0.0003813805322365162
C18-neg_Cluster_0649,Diagnosis,0.2112300201628946,0.015046220600144504,0.024124414325675095
HILIC-pos_Cluster_2292,Diagnosis,-0.3235386054220334,0.00015425381444045881,0.0004639745707186698
HILIC-neg_Cluster_0286,Diagnosis,-0.550645834542694,7.89931509173542e-12,2.727457960840869e-10
C18-neg_Cluster_1410,Diagnosis,-0.4091373489678651,1.1111828078365806e-06,7.211779848452078e-06
HILIC-neg_Cluster_0759,Diagnosis,-0.5711770452133885,8.580564707442711e-13,4.366329931704285e-11
C8-pos_Cluster_0373,Diagnosis,-0.29245787658616496,0.0006668924752650686,0.0016135502371074635
C8-pos_Cluster_1994,Diagnosis,-0.43450006271444,1.9348388109963056e-07,1.6614885264721298e-06
C18-neg_Cluster_1295,Diagnosis,-0.33936029146354135,6.8724106529005e-05,0.0002343595731565246
HILIC-neg_Cluster_1190,Diagnosis,-0.2140814375875115,0.013706618565248994,0.0222637397930147
C18-neg_Cluster_0083,Diagnosis,-0.24087587178033465,0.005398853419181109,0.009901548948789552
C18-neg_Cluster_0157,Diagnosis,0.26268878169879323,0.002342431005737576,0.004775140205218216
HILIC-pos_Cluster_0280,Diagnosis,0.24663090884312805,0.004360976229646209,0.008222515666970402
HILIC-pos_Cluster_0390,Diagnosis,-0.40429183764662413,1.5271269286481378e-06,9.491093861548177e-06
C8-pos_Cluster_1157,Diagnosis,-0.23584803881148103,0.006480349926394544,0.011594206489396788
HILIC-pos_Cluster_0937,Diagnosis,-0.2140814375875115,0.013706618565248994,0.0222637397930147
HILIC-pos_Cluster_0559,Diagnosis,-0.278863350322774,0.0012041160397894546,0.0026620119830294215
HILIC-neg_Cluster_0945,Diagnosis,-0.38821783849949837,4.233388682155165e-06,2.2481194412254938e-05
C18-neg_Cluster_1543,Diagnosis,-0.3274339976891416,0.00012692628856075518,0.00039343984209730344
HILIC-pos_Cluster_1624,Diagnosis,0.2139820309830615,0.013751507071589484,0.022322067633020866
HILIC-neg_Cluster_1187,Diagnosis,-0.4843671269983379,3.991492725645298e-09,6.240786739593842e-08
C18-neg_Cluster_0516,Diagnosis,-0.4552268858496843,4.1555143003412305e-08,4.4818258354222553e-07
C8-pos_Cluster_1872,Diagnosis,-0.44888472959588693,6.726114887524882e-08,6.728821573596321e-07
C18-neg_Cluster_0401,Diagnosis,0.6172199625622851,3.237383381432064e-15,4.87765762802431e-13
C8-pos_Cluster_0801,Diagnosis,-0.2895415543785782,0.0007588918701816084,0.001793350940372128
C18-neg_Cluster_0921,Diagnosis,-0.20079546277390659,0.020966522200625656,0.032424742886939584
C8-pos_Cluster_2019,Diagnosis,0.24858049169736965,0.004052267958669414,0.007710630038463194
C8-pos_Cluster_0830,Diagnosis,-0.26354722430280775,0.002263420844533344,0.004638799851203539
C18-neg_Cluster_1123,Diagnosis,-0.3239298110235526,0.00015128041930063753,0.00045641155628808845
HILIC-pos_Cluster_0358,Diagnosis,-0.5310482759438715,5.735792841495516e-11,1.4959289806367204e-09
C18-neg_Cluster_0041,Diagnosis,-0.3085486915206346,0.0003188641848187517,0.0008555816119367692
C8-pos_Cluster_1961,Diagnosis,-0.31286139317364803,0.00025975368665975124,0.0007190953953631866
HILIC-pos_Cluster_1685,Diagnosis,0.2371249004734311,0.006188850934438218,0.011132766586840384
C18-neg_Cluster_0635,Diagnosis,-0.38871187952427416,4.1060214501797944e-06,2.1904655204178045e-05
HILIC-pos_Cluster_1522,Diagnosis,-0.22221809744109208,0.010439784765120155,0.01749464437215282
HILIC-pos_Cluster_1706,Diagnosis,-0.45618601382216095,3.860334340509395e-08,4.227661308593108e-07
C8-pos_Cluster_0538,Diagnosis,-0.3345650896767308,8.82161232469201e-05,0.0002876134851040569
HILIC-pos_Cluster_1854,Diagnosis,0.399833930142152,2.037112658920291e-06,1.2196827713562553e-05
C18-neg_Cluster_0466,Diagnosis,-0.3598085423134672,2.261486820018713e-05,9.201401365902654e-05
HILIC-pos_Cluster_1573,Diagnosis,-0.20798413997205784,0.01670857048815562,0.026535368837801367
C18-neg_Cluster_2127,Diagnosis,-0.5008202138097277,9.62025818777222e-10,1.739342680349217e-08
HILIC-neg_Cluster_1721,Diagnosis,-0.4019930101069758,1.7726902584632777e-06,1.0801245055244382e-05
C8-pos_Cluster_0574,Diagnosis,-0.25269146132158954,0.003464708029358059,0.006729112625768855
C18-neg_Cluster_1369,Diagnosis,-0.3474062074613637,4.478538280240866e-05,0.00016286631154821662
C18-neg_Cluster_0178,Diagnosis,-0.3845795946463191,5.293352426167231e-06,2.7216699341161815e-05
HILIC-neg_Cluster_1758,Diagnosis,-0.36343136356103645,1.842302806919362e-05,7.782438025491136e-05
C18-neg_Cluster_0901,Diagnosis,-0.3581714524207884,2.4789887201619834e-05,0.00010020757655809254
C8-pos_Cluster_1053,Diagnosis,-0.22546666431052909,0.009340424296601993,0.01590976005574002
C8-pos_Cluster_1934,Diagnosis,-0.38244623704829417,6.026948806913323e-06,3.0329948854223725e-05
C18-neg_Cluster_0144,Diagnosis,-0.2944688946455079,0.0006095484756672258,0.0014870829347485017
C18-neg_Cluster_0073,Diagnosis,-0.2516482602675113,0.0036060601709795343,0.006960144087775715
C8-pos_Cluster_1972,Diagnosis,0.26487405408426357,0.002146039979997632,0.004429269730406071
HILIC-neg_Cluster_0226,Diagnosis,-0.5306020328269868,5.991851234402312e-11,1.5356435225488812e-09
C8-pos_Cluster_0160,Diagnosis,-0.31714832217036215,0.00021120454289218354,0.0006045532454000786
HILIC-pos_Cluster_0901,Diagnosis,0.498880796807862,1.1421960906489124e-09,2.028213915252283e-08
C8-pos_Cluster_1447,Diagnosis,-0.31261765689832277,0.00026280294450630603,0.0007266749430423572
C8-pos_Cluster_1924,Diagnosis,-0.3368193860218805,7.848566656542131e-05,0.00026137356608390807
C18-neg_Cluster_1370,Diagnosis,-0.3545535188488971,3.031364091657041e-05,0.00011821131187230436
HILIC-pos_Cluster_0990,Diagnosis,0.3318813592621542,0.00010126657109526398,0.00032379253471746144
C18-neg_Cluster_0564,Diagnosis,-0.24005688825551005,0.005563218992904116,0.0101561335522973
HILIC-pos_Cluster_1306,Diagnosis,-0.31297785317609156,0.00025830832139016427,0.0007154924645971569
HILIC-pos_Cluster_1732,Diagnosis,0.30379987952198556,0.0003981968616537074,0.0010338562904136988
C8-pos_Cluster_0432,Diagnosis,-0.39603151909641177,2.5961507323837494e-06,1.504532009240375e-05
C8-pos_Cluster_0130,Diagnosis,-0.32151831123220426,0.00017049374847734808,0.000505663644165545
HILIC-pos_Cluster_0814,Diagnosis,0.5203535396544283,1.605679008271864e-10,3.662126618865921e-09
HILIC-neg_Cluster_1743,Diagnosis,-0.46001301976901066,2.8705115666007565e-08,3.3114114870392024e-07
C18-neg_Cluster_1988,Diagnosis,-0.31081475669694525,0.0002864092692269425,0.0007802887049843058
C18-neg_Cluster_1745,Diagnosis,0.22993041922765323,0.007996751316205513,0.013863266228791426
C8-pos_Cluster_1725,Diagnosis,-0.30195414217394434,0.00043367568297692394,0.0011108889725714919
HILIC-pos_Cluster_0725,Diagnosis,-0.3439494261540421,5.3908632371190954e-05,0.00019077237365040952
HILIC-neg_Cluster_1091,Diagnosis,-0.5022323753530165,8.48412670097071e-10,1.5565711423330764e-08
C8-pos_Cluster_1931,Diagnosis,0.37161039200400503,1.149121111967659e-05,5.2755587891996314e-05
C18-neg_Cluster_1094,Diagnosis,-0.4199079077198416,5.382383575915914e-07,3.91329168832402e-06
C18-neg_Cluster_0176,Diagnosis,-0.4539291408623239,4.589505151472403e-08,4.896785324704031e-07
C8-pos_Cluster_0916,Diagnosis,0.47819689378234626,6.6770354451278985e-09,9.622672531355337e-08
C18-neg_Cluster_1770,Diagnosis,-0.2877668050344862,0.0008204372846849193,0.0019088508092903224
HILIC-pos_Cluster_0201,Diagnosis,-0.39147963736856467,3.456991559991422e-06,1.89924442389805e-05
C18-neg_Cluster_1460,Diagnosis,-0.22537428784193467,0.009370217096756854,0.015949578707660075
HILIC-pos_Cluster_1596,Diagnosis,-0.2991224546119855,0.000493811105763222,0.0012431538318251846
C18-neg_Cluster_1736,Diagnosis,-0.2399913903928207,0.005576554814001447,0.010171177745860308
HILIC-neg_Cluster_1699,Diagnosis,-0.2691252602702798,0.0018061466114039305,0.0037955033609046247
HILIC-pos_Cluster_0466,Diagnosis,-0.48112677321861663,5.236399688251897e-09,7.748624776782272e-08
C18-neg_Cluster_1200,Diagnosis,-0.3005228773361192,0.0004631709712545943,0.0011761420168936887
HILIC-neg_Cluster_1839,Diagnosis,0.2445143786250006,0.004719827585999579,0.008775984576510812
C8-pos_Cluster_0783,Diagnosis,-0.28889736336875255,0.0007807239275857292,0.001833613305600494
HILIC-pos_Cluster_0576,Diagnosis,-0.31654319312777573,0.00021750500355558147,0.0006176901275182947
C8-pos_Cluster_1147,Diagnosis,-0.28228724494863344,0.0010404816591638656,0.0023450928419595377
C8-pos_Cluster_0698,Diagnosis,-0.21763343169838767,0.012184394311804009,0.020061215470957624
HILIC-neg_Cluster_0415,Diagnosis,-0.4287414093587353,2.914011356476859e-07,2.3596847661894042e-06
C8-pos_Cluster_1007,Diagnosis,-0.26338508832294466,0.0022781562142716316,0.00466323289310768
HILIC-pos_Cluster_0781,Diagnosis,0.22261582619490805,0.010299342108889104,0.017311808304731786
HILIC-neg_Cluster_1681,Diagnosis,-0.3699076768522268,1.2691168635121293e-05,5.755715897167951e-05
C18-neg_Cluster_0064,Diagnosis,-0.42199217680727236,4.664225763885041e-07,3.471636302101261e-06
C8-pos_Cluster_0779,Diagnosis,-0.37256919235871594,1.0863474837801507e-05,5.047962326499915e-05
C18-neg_Cluster_1203,Diagnosis,-0.3829879608824067,5.83205587859967e-06,2.9498455573140957e-05
C8-pos_Cluster_0809,Diagnosis,-0.2425751025879745,0.005071581433271269,0.009346146362574036
HILIC-neg_Cluster_0064,Diagnosis,-0.43124462682306575,2.441112768460489e-07,2.0330339505503435e-06
HILIC-pos_Cluster_0360,Diagnosis,-0.4108162194604561,9.941052526300213e-07,6.546611014670817e-06
HILIC-pos_Cluster_2192,Diagnosis,-0.46469807972424315,1.9873890574145204e-08,2.448548320714545e-07
HILIC-pos_Cluster_1291,Diagnosis,-0.2764545334494956,0.0013329654372513703,0.0029004394547106406
HILIC-pos_Cluster_1683,Diagnosis,0.6178343375318763,2.986449886806926e-15,4.87765762802431e-13
C8-pos_Cluster_1079,Diagnosis,-0.2881151103469416,0.0008080091686272804,0.001886999336033273
HILIC-pos_Cluster_1891,Diagnosis,-0.32631924973793325,0.0001342463111784032,0.0004120201599870498
HILIC-neg_Cluster_1527,Diagnosis,-0.31639104221960246,0.00021911637350259395,0.0006214755328322288
HILIC-neg_Cluster_1378,Diagnosis,-0.36944046830591415,1.3040528040304489e-05,5.87296244713713e-05
HILIC-neg_Cluster_0844,Diagnosis,0.32439251250097567,0.00014783247264264809,0.00044709431507253424
C8-pos_Cluster_0049,Diagnosis,0.30635447208069994,0.00035350233620891634,0.000936061221232002
HILIC-pos_Cluster_1429,Diagnosis,-0.43294939963282875,2.1620151987492081e-07,1.8343924177783382e-06
C18-neg_Cluster_0445,Diagnosis,-0.268444268163577,0.0018570741633409066,0.003892652925856234
HILIC-neg_Cluster_1002,Diagnosis,0.27805595862178023,0.0012459786173022779,0.0027423663945227647
C18-neg_Cluster_0125,Diagnosis,0.27734022857608776,0.0012841947353829618,0.0028090700502965624
HILIC-pos_Cluster_0614,Diagnosis,-0.22742231518943054,0.00872900029066196,0.015000418397270569
HILIC-pos_Cluster_0181,Diagnosis,-0.4273132468824724,3.221739284359736e-07,2.5292179451283014e-06
C8-pos_Cluster_1652,Diagnosis,-0.33069419185621185,0.00010759592004650311,0.000341395605916537
C8-pos_Cluster_1715,Diagnosis,-0.3817823864294439,6.274181494497445e-06,3.1383531580122024e-05
C8-pos_Cluster_1812,Diagnosis,-0.27335442333596216,0.0015172721923044808,0.0032456022565746897
C18-neg_Cluster_0996,Diagnosis,-0.3785790857771578,7.6080215332349135e-06,3.71077462375327e-05
HILIC-pos_Cluster_1902,Diagnosis,-0.21187943362051176,0.014731491692893757,0.02368854356308789
HILIC-neg_Cluster_0479,Diagnosis,0.6987417993580569,1.2182572819148212e-20,6.057175205680491e-17
HILIC-neg_Cluster_0829,Diagnosis,-0.44936717679164734,6.486404000969473e-08,6.554959490410614e-07
C18-neg_Cluster_1151,Diagnosis,0.6367111192747783,2.291180677602437e-16,8.136964520742368e-14
C8-pos_Cluster_0132,Diagnosis,-0.3218800069399122,0.00016747419640404077,0.000498015373517279
C18-neg_Cluster_1595,Diagnosis,-0.22116233543776573,0.010820786576748107,0.018054010355567644
C18-neg_Cluster_0510,Diagnosis,-0.34928778525130566,4.044919092346327e-05,0.00015019669699138118
HILIC-pos_Cluster_1640,Diagnosis,-0.25123527475951996,0.00366343662293443,0.007051725470085167
