Bacteria,Metabolite_PC,coef_a,coef_b,coef_c,coef_c_prime,coef_a * coef_b
Bifidobacterium_catenulatum,PC1,17.403351890804778,-1.5598211524988426,-99.9983882334936,-93.98446360926214,-27.14611640365802
Bifidobacterium_catenulatum,PC2,13.271499876730614,0.5896351106594017,-99.9983882334936,-126.78431376257218,7.825342298432291
Bifidobacterium_catenulatum,PC3,-16.353369341972154,0.5171976503415895,-99.9983882334936,-82.69508567933407,-8.457924198836183
Bifidobacterium_catenulatum,PC4,-21.05434966657716,0.12112806099374766,-99.9983882334936,-98.1947981921429,-2.550272550596849
Bifidobacterium_catenulatum,PC5,11.352730207950529,-0.3343786058611414,-99.9983882334936,-93.24556589600887,-3.7961100996521635
Bifidobacterium_catenulatum,PC6,-0.6072112720832505,0.36846123677551773,-99.9983882334936,-99.16035846206871,-0.2237338162958299
Bifidobacterium_catenulatum,PC7,-1.4324994615865083,0.15381871349615422,-99.9983882334936,-100.66779600678524,-0.2203452242651703
Bifidobacterium_catenulatum,PC9,8.188120063314575,0.11700673758121193,-99.9983882334936,-102.815690035828,0.9580652155317048
Bifidobacterium_catenulatum,PC10,0.6949290501751446,-0.16341117035793806,-99.9983882334936,-95.49187219994889,-0.11355916940485064
Bifidobacterium_catenulatum,PC12,2.3755173726208483,0.16686630879848002,-99.9983882334936,-97.17737823457286,0.3963938154559044
Bifidobacterium_catenulatum,PC13,-7.321072344137462,0.03803578852108405,-99.9983882334936,-98.7823812096785,-0.2784627594291696
Bifidobacterium_catenulatum,PC14,16.371884998868808,-0.03123001279737948,-99.9983882334936,-100.35354260274444,-0.511294178031898
Bifidobacterium_catenulatum,PC16,8.695159169660537,-0.27617697901168103,-99.9983882334936,-109.45796885394607,-2.401402791502564
Bifidobacterium_catenulatum,PC17,15.928503004954896,-0.057096932367174634,-99.9983882334936,-97.98474570602265,-0.9094686587842477
Bifidobacterium_catenulatum,PC21,-5.209508611266813,-0.11395193966763222,-99.9983882334936,-100.65370005119824,0.5936336109690863
Bifidobacterium_catenulatum,PC22,-28.896335753548474,0.2038304122159206,-99.9983882334936,-90.32078465934141,-5.88995202817543
Bifidobacterium_catenulatum,PC23,13.68232824591508,-0.038417567714198936,-99.9983882334936,-99.98080349032715,-0.5256417718753393
Bifidobacterium_catenulatum,PC25,-5.531496183121317,0.16414229969787156,-99.9983882334936,-106.47373649468592,-0.9079525042675318
Bifidobacterium_catenulatum,PC26,-7.285736476756961,-0.047202416870213454,-99.9983882334936,-99.72886263066472,0.3439043703824023
Bifidobacterium_catenulatum,PC27,-6.353424965058897,0.08480293983115218,-99.9983882334936,-98.28692089068399,-0.5387891150336298
Bifidobacterium_catenulatum,PC28,13.726744681866121,0.1434603041439999,-99.9983882334936,-102.2473573629921,1.9692429669675469
Bifidobacterium_catenulatum,PC29,1.5266950893216065,-0.21516342558123122,-99.9983882334936,-98.96863767843556,-0.32848894523648065
Bifidobacterium_catenulatum,PC30,6.443039156140475,0.2540420897859968,-99.9983882334936,-92.1858082821645,1.6368031317989318
Bifidobacterium_catenulatum,PC31,15.867193596183995,-0.03026878342524836,-99.9983882334936,-100.56603068107849,-0.4802806465293811
Bifidobacterium_catenulatum,PC33,-22.079129588036963,-0.1308377393657609,-99.9983882334936,-102.53564545984425,2.88878340246244
Bifidobacterium_catenulatum,PC34,-11.794568206196013,-0.24347283253245874,-99.9983882334936,-100.03098063014569,2.8716569296598244
Bifidobacterium_catenulatum,PC35,-15.308227493522276,-0.15075083961435787,-99.9983882334936,-107.18549355360398,2.3077281476560803
Bifidobacterium_catenulatum,PC36,-25.30762469829707,0.019499379683881605,-99.9983882334936,-99.47023612636313,-0.49348298288927417
Bifidobacterium_catenulatum,PC37,-4.278471690612016,0.23680858901655874,-99.9983882334936,-101.2315123322133,-1.0131788442011223
Bifidobacterium_catenulatum,PC38,-11.483267335672021,-0.04519219694930615,-99.9983882334936,-99.81847711140655,0.5189540790552241
Bifidobacterium_catenulatum,PC39,2.540679037329162,0.007297474953024465,-99.9983882334936,-100.01928217781278,0.018540541638583867
Bifidobacterium_catenulatum,PC40,12.155046722827613,-0.0466654214025618,-99.9983882334936,-98.72491207054573,-0.5672203774885785
Bifidobacterium_catenulatum,PC41,-10.72782968107443,-0.08889917391137594,-99.9983882334936,-102.46901055733282,0.9536951965094566
Bifidobacterium_catenulatum,PC42,-2.3680664995788625,-0.07669314641658728,-99.9983882334936,-96.74656880989603,0.18161447077641701
Bifidobacterium_catenulatum,PC43,-7.641953617888354,0.04378905920322888,-99.9983882334936,-99.25742111479462,-0.33463395940204227
Bifidobacterium_catenulatum,PC44,-0.5415685736517979,-0.2260540332353586,-99.9983882334936,-108.2609427938323,0.12242376034750928
Bifidobacterium_catenulatum,PC45,5.9598564267536736,-0.042880647819532394,-99.9983882334936,-98.99844601725844,-0.25556250449060103
Bifidobacterium_catenulatum,PC47,-1.6380753962322574,-0.07023779851816013,-99.9983882334936,-101.88803035599001,0.11505480963811662
Bifidobacterium_catenulatum,PC48,11.118440250982562,-0.0077761444240918775,-99.9983882334936,-99.8597860730158,-0.08645859716227675
Bifidobacterium_catenulatum,PC49,16.884978619676094,0.18012867207014752,-99.9983882334936,-101.43147347021272,3.041468776695087
Bifidobacterium_catenulatum,PC50,-6.876042911513242,-0.18351083369662777,-99.9983882334936,-99.66429144774882,1.2618283672255828
Akkermansia_muciniphila,PC1,4.938451251084883,-1.6895722204586798,-4.305153050592392,2.821033034780502,-8.343870045922431
Akkermansia_muciniphila,PC2,0.2866390558463886,0.5128147777757824,-4.305153050592392,-4.76883181997451,0.14699274372572585
Akkermansia_muciniphila,PC3,-2.5814980789497586,0.5329699228935285,-4.305153050592392,-2.900138985332997,-1.3758608320876449
Akkermansia_muciniphila,PC4,1.1814709879632648,0.21021237053678063,-4.305153050592392,-4.677028440300323,0.2483598171001901
Akkermansia_muciniphila,PC5,-1.3818641303037595,-0.41878881965113063,-4.305153050592392,-4.849092904881329,0.5787092480481476
Akkermansia_muciniphila,PC6,0.1687735383527386,0.36149183963036463,-4.305153050592392,-4.6064795442832756,0.06101025686005737
Akkermansia_muciniphila,PC7,-1.8285249227289635,0.11981376955902863,-4.305153050592392,-4.093005664530087,-0.21908246372478865
Akkermansia_muciniphila,PC8,0.40191046291837573,-0.40383572907594273,-4.305153050592392,-4.618406108833046,-0.1623058048158919
Akkermansia_muciniphila,PC9,-0.3320176573346077,0.07648567396171126,-4.305153050592392,-4.246472461670355,-0.025394594288425974
Akkermansia_muciniphila,PC10,-0.1158723446380241,-0.1787852332390463,-4.305153050592392,-4.370515816856741,0.020716264162064294
Akkermansia_muciniphila,PC11,-0.12293358496450513,0.45335708520323176,-4.305153050592392,-4.564568803793468,-0.05573281175309188
Akkermansia_muciniphila,PC12,1.8627915563610151,0.19534281671045664,-4.305153050592392,-4.853870155589297,0.363882949564016
Akkermansia_muciniphila,PC13,-1.4732526578338567,0.04362090829478659,-4.305153050592392,-4.238722590828948,-0.06426461908242127
Akkermansia_muciniphila,PC14,-0.9167827929612186,-0.08989080514992047,-4.305153050592392,-4.418224779092019,0.08241034340687678
Akkermansia_muciniphila,PC15,2.028525460030435,0.05443108351920752,-4.305153050592392,-4.421996412008091,0.11041483873575549
Akkermansia_muciniphila,PC16,-0.5512483869175268,-0.2893539572702882,-4.305153050592392,-4.409694668192415,0.15950590219344932
Akkermansia_muciniphila,PC17,0.1714271947688678,-0.10097403443869289,-4.305153050592392,-4.29764411490492,-0.01730969546832017
Akkermansia_muciniphila,PC18,-1.2588620339544305,0.2153277839478442,-4.305153050592392,-3.8896141960405797,-0.2710679720674833
Akkermansia_muciniphila,PC19,0.5120118866924261,-0.006941560007332997,-4.305153050592392,-4.297817553007042,-0.0035541612359432594
Akkermansia_muciniphila,PC20,1.0824527221098816,0.028843271605331587,-4.305153050592392,-4.344600198798189,0.031221477863745833
Akkermansia_muciniphila,PC21,-0.6953230641982406,-0.10297385104649544,-4.305153050592392,-4.397083506811183,0.07160009364194242
Akkermansia_muciniphila,PC22,-1.6363639902894875,0.25601145037485495,-4.305153050592392,-3.8306254636512675,-0.4189279184951968
Akkermansia_muciniphila,PC23,-1.9128651044818847,-0.1049388419452862,-4.305153050592392,-4.495329752011969,0.20073384886187787
Akkermansia_muciniphila,PC24,-0.17962359227551083,0.07731258342584488,-4.305153050592392,-4.295643018855841,-0.013887163963050377
Akkermansia_muciniphila,PC25,-0.024764013933628037,0.16840657014289975,-4.305153050592392,-4.41496202162578,-0.004170422649533277
Akkermansia_muciniphila,PC26,1.9437969104366453,0.0076935975995854715,-4.305153050592392,-4.314617244148241,0.01495479124421703
Akkermansia_muciniphila,PC27,0.3351121764187471,0.11529195900516306,-4.305153050592392,-4.3280329830115445,0.03863573930580116
Akkermansia_muciniphila,PC28,-1.9510076933238136,0.06524072858917321,-4.305153050592392,-4.193674778499175,-0.1272851633955278
Akkermansia_muciniphila,PC29,-0.2720527524971744,-0.22634187731706729,-4.305153050592392,-4.400612213364544,0.061576930729485925
Akkermansia_muciniphila,PC30,2.6966582386134355,0.31245387563105287,-4.305153050592392,-5.069004602316368,0.8425813179071765
Akkermansia_muciniphila,PC31,0.5193742061526632,-0.045325798943068506,-4.305153050592392,-4.266892484428831,-0.023541050844291426
Akkermansia_muciniphila,PC32,1.012484341247736,0.253841447354909,-4.305153050592392,-4.592954845062919,0.2570104906065069
Akkermansia_muciniphila,PC33,0.6829817034816881,-0.0513667571634882,-4.305153050592392,-4.277026030739635,-0.03508255530984938
Akkermansia_muciniphila,PC34,-0.40493967458072355,-0.22124965875978098,-4.305153050592392,-4.305338999775709,0.08959276481928184
Akkermansia_muciniphila,PC35,-2.038675078303627,-0.12476819048727916,-4.305153050592392,-4.500960571776214,0.25436180051145574
Akkermansia_muciniphila,PC36,-0.46464748293151936,0.08417616304125856,-4.305153050592392,-4.247117013277285,-0.03911224227995398
Akkermansia_muciniphila,PC37,-0.19663598100655277,0.23867391944147642,-4.305153050592392,-4.3267644157016045,-0.046931880290053664
Akkermansia_muciniphila,PC38,-1.5133727744553833,-0.0380691754510517,-4.305153050592392,-4.346860684193529,0.05761285367358688
Akkermansia_muciniphila,PC39,-0.7576741792967794,-0.020059822817785927,-4.305153050592392,-4.324104040865609,0.015198809790304761
Akkermansia_muciniphila,PC40,-2.3358027273287636,-0.13879857556088454,-4.305153050592392,-4.612913855045831,0.3242060913444616
Akkermansia_muciniphila,PC41,-2.228278081808042,-0.08285206704089007,-4.305153050592392,-4.505403775867767,0.18461744501970584
Akkermansia_muciniphila,PC42,0.566501326304057,-0.08286398226329851,-4.305153050592392,-4.255306489478262,-0.04694255585499446
Akkermansia_muciniphila,PC43,0.9080833076504817,0.08731410014571821,-4.305153050592392,-4.428053910718833,0.0792884768648492
Akkermansia_muciniphila,PC44,-0.1647453344950197,-0.21443793426873034,-4.305153050592392,-4.354677366917006,0.035327649209523034
Akkermansia_muciniphila,PC45,-0.41073194307265226,-0.07150133200762003,-4.305153050592392,-4.334556727521646,0.0293678810277726
Akkermansia_muciniphila,PC46,-0.5691332333469719,0.1427104776309573,-4.305153050592392,-4.134425368432685,-0.08122127556659742
Akkermansia_muciniphila,PC47,-0.21801848631337212,-0.06595054541184656,-4.305153050592392,-4.343388431184149,0.014378438082232095
Akkermansia_muciniphila,PC48,2.5081585791897094,0.004134141280363304,-4.305153050592392,-4.314566047070785,0.01036908191992555
Akkermansia_muciniphila,PC49,1.487002452993717,0.15232498653007148,-4.305153050592392,-4.435132530071636,0.2265076286224512
Akkermansia_muciniphila,PC50,-1.080421641303482,-0.1955030699970258,-4.305153050592392,-4.586724511163445,0.21122574776605613
Alistipes_indistinctus,PC1,204.08751464061535,-1.7449592239499871,-152.33479484938803,159.94521613604792,-356.1243911651698
Alistipes_indistinctus,PC2,-13.79688054238176,0.49861958524605854,-152.33479484938803,-155.85922690485168,-6.879394853731808
Alistipes_indistinctus,PC3,-26.056076025987036,0.5630945229869263,-152.33479484938803,-146.48801309569993,-14.672033700764256
Alistipes_indistinctus,PC4,141.0544627298276,0.26214844942807314,-152.33479484938803,-191.8384656961692,36.97720868953424
Alistipes_indistinctus,PC5,-7.13995582093586,-0.3778812938540868,-152.33479484938803,-155.70421817315483,2.6980557436762616
Alistipes_indistinctus,PC6,38.03099184450992,0.3744916189077199,-152.33479484938803,-168.20082057633445,14.242287704516814
Alistipes_indistinctus,PC7,35.84501581576447,0.17377101635787484,-152.33479484938803,-161.3733187124165,6.22882482966949
Alistipes_indistinctus,PC8,-90.6603862065878,-0.45907818039801856,-152.33479484938803,-191.69021535676865,41.62020513390195
Alistipes_indistinctus,PC9,-2.026945483482315,0.0827106074154054,-152.33479484938803,-151.10907375611845,-0.16764989213673484
Alistipes_indistinctus,PC10,-68.93126847103059,-0.2119056487708326,-152.33479484938803,-172.3031224535018,14.606925165950175
Alistipes_indistinctus,PC11,38.33498174227179,0.4685595088812382,-152.33479484938803,-171.5527633786272,17.962220218130106
Alistipes_indistinctus,PC12,-59.35888688667693,0.12479659475343663,-152.33479484938803,-145.4473414978335,-7.407786951811704
Alistipes_indistinctus,PC13,-34.2525646832878,0.052537373730435794,-152.33479484938803,-148.10376341396702,-1.7995397919918172
Alistipes_indistinctus,PC14,-2.2769706196108928,-0.07036182150822672,-152.33479484938803,-152.24038154435746,0.16021180031653803
Alistipes_indistinctus,PC15,49.969489932393905,0.031747166532301155,-152.33479484938803,-152.80873287015226,1.5863897184178553
Alistipes_indistinctus,PC16,-50.86198169163824,-0.30281195395459726,-152.33479484938803,-168.77128736934802,15.401616058047928
Alistipes_indistinctus,PC17,32.907687724646024,-0.09230082574695805,-152.33479484938803,-151.5626510302095,-3.0374067504078632
Alistipes_indistinctus,PC18,-43.98057244011536,0.21998344296798159,-152.33479484938803,-142.3370844088731,-9.6749977490793
Alistipes_indistinctus,PC19,-16.438236367762677,-0.0301524164731459,-152.33479484938803,-153.6867165526567,0.49565254904479333
Alistipes_indistinctus,PC20,-27.90353159105263,-0.005401647955965859,-152.33479484938803,-152.4786538159407,0.1507250543830382
Alistipes_indistinctus,PC21,25.837270910603653,-0.07705779338894254,-152.33479484938803,-150.22559923344195,-1.9909630835634318
Alistipes_indistinctus,PC22,-104.0258396046209,0.2451087692079742,-152.33479484938803,-124.4506882075904,-25.497645511314765
Alistipes_indistinctus,PC23,1.765820491735977,-0.06459837813425973,-152.33479484938803,-151.7073998611284,-0.11406913984238509
Alistipes_indistinctus,PC24,30.11641683353329,0.09305686315654832,-152.33479484938803,-154.82219252963958,2.8025392800436757
Alistipes_indistinctus,PC25,-59.42513792028242,0.13956583834121036,-152.33479484938803,-144.19249418982997,-8.293719192386266
Alistipes_indistinctus,PC26,-16.39154686856122,-0.035468857978104514,-152.33479484938803,-153.5080639912356,0.5813894479224417
Alistipes_indistinctus,PC27,-12.589548293449955,0.10874249340568225,-152.33479484938803,-155.22556619180924,-1.369018872281
Alistipes_indistinctus,PC28,-19.397641716343912,0.08963249884686386,-152.33479484938803,-148.20823720052275,-1.738659098772074
Alistipes_indistinctus,PC29,33.80858459921725,-0.20673327422297566,-152.33479484938803,-147.3270452237111,-6.989359391040651
Alistipes_indistinctus,PC30,42.4773462379575,0.26418443986246876,-152.33479484938803,-161.14857161178148,11.221853922718946
