Column_A,Column_B,Correlation,P_value,FDR
Bifidobacterium_catenulatum,C18-neg_Cluster_0001,-0.0849226075254704,0.3329660567078878,0.515801051021545
Bifidobacterium_catenulatum,C18-neg_Cluster_0002,0.07286162006214797,0.40639259880194933,0.5877976117905597
Bifidobacterium_catenulatum,C18-neg_Cluster_0003,-0.011587915449439644,0.8950846191746995,0.940474146817908
Bifidobacterium_catenulatum,C18-neg_Cluster_0004,0.012163917708856093,0.8899016382916594,0.93769795112595
Bifidobacterium_catenulatum,C18-neg_Cluster_0005,-0.026924624242583173,0.7592591906140156,0.8585285921069337
Bifidobacterium_catenulatum,C18-neg_Cluster_0006,0.03627463730283946,0.679653593793855,0.8058479713839534
Bifidobacterium_catenulatum,C18-neg_Cluster_0007,-0.04843461973092393,0.5812892279670925,0.7344697861366385
Bifidobacterium_catenulatum,C18-neg_Cluster_0008,0.1266129013376148,0.14799088185047535,0.2964060943061207
Bifidobacterium_catenulatum,C18-neg_Cluster_0009,-0.046318750796237936,0.5979272167516785,0.7473389741238123
Bifidobacterium_catenulatum,C18-neg_Cluster_0010,0.009811633702547786,0.9110948994085528,0.9495470969136564
Bifidobacterium_catenulatum,C18-neg_Cluster_0011,0.07545294958949866,0.3898607910748446,0.5727192892960693
Bifidobacterium_catenulatum,C18-neg_Cluster_0012,-0.07695485269115915,0.3804669980176052,0.5629698419855796
Bifidobacterium_catenulatum,C18-neg_Cluster_0013,-0.009053809441877133,0.9179367023648691,0.9540526593337617
Bifidobacterium_catenulatum,C18-neg_Cluster_0014,0.030077504292366518,0.7320837806694012,0.8415222533383242
Bifidobacterium_catenulatum,C18-neg_Cluster_0015,0.002533803688616007,0.97699670500374,0.9875982159132582
Bifidobacterium_catenulatum,C18-neg_Cluster_0016,0.12182780725887679,0.16405223713364228,0.318837199899387
Bifidobacterium_catenulatum,C18-neg_Cluster_0017,0.0527279092174177,0.5482039703983718,0.7091732633293231
Bifidobacterium_catenulatum,C18-neg_Cluster_0018,-0.0335089437425924,0.7028813103357177,0.8217430229470863
Bifidobacterium_catenulatum,C18-neg_Cluster_0019,-0.03188407821152669,0.7166584286915991,0.8309553435009062
Bifidobacterium_catenulatum,C18-neg_Cluster_0020,0.1456686620838376,0.09559606852419347,0.21531625311041083
Bifidobacterium_catenulatum,C18-neg_Cluster_0021,-0.06804825225540202,0.4381753304441175,0.616450323045083
Bifidobacterium_catenulatum,C18-neg_Cluster_0022,0.09996001338688243,0.2541243803249319,0.43204237182764316
Bifidobacterium_catenulatum,C18-neg_Cluster_0023,0.1294919082209225,0.13891687750941373,0.28290698147996607
Bifidobacterium_catenulatum,C18-neg_Cluster_0024,0.11867057428374486,0.17533873388411544,0.33440870482401475
Bifidobacterium_catenulatum,C18-neg_Cluster_0025,0.11621957633712957,0.18448781951969856,0.3464481557361782
Bifidobacterium_catenulatum,C18-neg_Cluster_0026,0.0789404533022999,0.36826097229081256,0.5513315330818286
Bifidobacterium_catenulatum,C18-neg_Cluster_0027,-0.0034338159801210384,0.9688294584045338,0.983238736145668
Bifidobacterium_catenulatum,C18-neg_Cluster_0028,-0.0683298759740376,0.4362777278238542,0.6149099025249645
Bifidobacterium_catenulatum,C18-neg_Cluster_0029,-0.0009475699081407374,0.9913964139686443,0.9956922883913157
Bifidobacterium_catenulatum,C18-neg_Cluster_0030,0.004894308585538256,0.9555833273918709,0.975764717918439
Bifidobacterium_catenulatum,C18-neg_Cluster_0031,0.002237900759458194,0.9796824662873658,0.9889219419353452
Bifidobacterium_catenulatum,C18-neg_Cluster_0032,0.0193141524636339,0.8260170632349509,0.8998507142489417
Bifidobacterium_catenulatum,C18-neg_Cluster_0033,-0.07079837443189659,0.41984636769484107,0.5999032127949541
Bifidobacterium_catenulatum,C18-neg_Cluster_0034,0.10563772338064174,0.22800349974045578,0.4021078265305068
Bifidobacterium_catenulatum,C18-neg_Cluster_0035,0.05099181254971777,0.5614715721582447,0.7201595270049987
Bifidobacterium_catenulatum,C18-neg_Cluster_0036,0.04445717970793194,0.6127398380816803,0.7591396154977886
Bifidobacterium_catenulatum,C18-neg_Cluster_0037,-0.07690021665800958,0.3808062961596632,0.5632553999891106
Bifidobacterium_catenulatum,C18-neg_Cluster_0038,0.0384271636579982,0.6617799620074745,0.7945310647938126
Bifidobacterium_catenulatum,C18-neg_Cluster_0039,0.04979183430331011,0.570730857093791,0.7267680436890184
Bifidobacterium_catenulatum,C18-neg_Cluster_0040,0.1478036954499397,0.09078215246811364,0.20759144168794008
Bifidobacterium_catenulatum,C18-neg_Cluster_0041,0.04348512311708903,0.6205376750651854,0.7653000068266637
Bifidobacterium_catenulatum,C18-neg_Cluster_0042,0.15600225410606564,0.07406120385724038,0.1784668931278432
Bifidobacterium_catenulatum,C18-neg_Cluster_0043,0.04173823810164675,0.6346572268181101,0.7755428334711314
Bifidobacterium_catenulatum,C18-neg_Cluster_0044,0.009162354862728768,0.9169563500768138,0.9536001158297659
Bifidobacterium_catenulatum,C18-neg_Cluster_0045,0.08878574420421446,0.311361479503374,0.4933312906307861
Bifidobacterium_catenulatum,C18-neg_Cluster_0046,0.1443644157569561,0.09863477927119388,0.22043963803776798
Bifidobacterium_catenulatum,C18-neg_Cluster_0047,0.11478193361737186,0.1900141950622033,0.3536486322907814
Bifidobacterium_catenulatum,C18-neg_Cluster_0048,0.21255811765706303,0.014408720937329048,0.04943964433304838
Bifidobacterium_catenulatum,C18-neg_Cluster_0049,0.18314556347846425,0.035554830692952615,0.10099169886717327
Bifidobacterium_catenulatum,C18-neg_Cluster_0050,0.11721366615555151,0.18073585809801576,0.34196682709770687
Bifidobacterium_catenulatum,C18-neg_Cluster_0051,0.015234415881842992,0.8623563442237004,0.9216244635452714
Bifidobacterium_catenulatum,C18-neg_Cluster_0052,0.0472980570236506,0.5901999232946716,0.741212469906026
Bifidobacterium_catenulatum,C18-neg_Cluster_0053,-0.07999923912692476,0.3618519707881426,0.5450572416638552
Bifidobacterium_catenulatum,C18-neg_Cluster_0054,0.15579907548923003,0.07444319682195746,0.17906843828201532
Bifidobacterium_catenulatum,C18-neg_Cluster_0055,0.09139172634386135,0.2973157057634231,0.47856091769961207
Bifidobacterium_catenulatum,C18-neg_Cluster_0056,0.06014932618497486,0.4932738909691321,0.6640360159186857
Bifidobacterium_catenulatum,C18-neg_Cluster_0057,0.0333815670969903,0.7039579194099064,0.8226582289696467
Bifidobacterium_catenulatum,C18-neg_Cluster_0058,0.07800740743508117,0.3739663559908115,0.5567025379070215
Bifidobacterium_catenulatum,C18-neg_Cluster_0059,-0.037328703891869104,0.670878078061837,0.8003430977502314
Bifidobacterium_catenulatum,C18-neg_Cluster_0060,0.16313553595851674,0.06162298555016909,0.15507399776675088
Bifidobacterium_catenulatum,C18-neg_Cluster_0061,0.17451312735046268,0.04535813263278045,0.12260552674180492
Bifidobacterium_catenulatum,C18-neg_Cluster_0062,-0.028833571838172204,0.7427680319363619,0.8488412037593658
Bifidobacterium_catenulatum,C18-neg_Cluster_0063,0.10221482625100656,0.24351467722167935,0.4197852703060304
Bifidobacterium_catenulatum,C18-neg_Cluster_0064,0.0884622273511992,0.31313487277559837,0.4951362401236364
Bifidobacterium_catenulatum,C18-neg_Cluster_0065,0.09093260799784028,0.29975939431608867,0.4814011048363622
